Municipio,Total,Cafe,Cana,Milho,Soja,Soja_norm,Milho_norm,Cana_norm,Cafe_norm,DPF,Classificacao
Miracema do Tocantins (TO),24193,0.0,0.0,3362.0,19211.0,0.032018333333333336,0.006724,0.0,0.0,0.01608925,D - Baixo
Kaloré (PR),26129,2.0,285.0,11520.0,13100.0,0.021833333333333333,0.02304,0.002375,4.669624095260332e-05,0.016064669624095262,D - Baixo
Tamarana (PR),32131,50.0,0.0,7100.0,16500.0,0.0275,0.0142,0.0,0.0011674060238150829,0.01604174060238151,D - Baixo
Campo Erê (SC),32898,0.0,10.0,2500.0,19700.0,0.03283333333333333,0.005,8.333333333333333e-05,0.0,0.01604166666666667,D - Baixo
Cruzeiro do Sul (PR),18844,1.0,5661.0,4270.0,5938.0,0.009896666666666666,0.00854,0.047175,2.334812047630166e-05,0.016025834812047633,D - Baixo
São Pedro do Sul (RS),27944,0.0,100.0,1715.0,20000.0,0.03333333333333333,0.00343,0.0008333333333333334,0.0,0.016024166666666666,D - Baixo
Dobrada (SP),10307,0.0,9500.0,40.0,210.0,0.00035,8e-05,0.07916666666666666,0.0,0.016010833333333335,D - Baixo
Panorama (SP),10888,0.0,9600.0,0.0,0.0,0.0,0.0,0.08,0.0,0.016,D - Baixo
Rio Azul (PR),34161,0.0,0.0,3700.0,18800.0,0.03133333333333333,0.0074,0.0,0.0,0.01595,D - Baixo
Paiçandu (PR),21803,0.0,2425.0,8620.0,10120.0,0.016866666666666665,0.01724,0.02020833333333333,0.0,0.015941666666666666,D - Baixo
Icaraíma (PR),13511,6.0,9439.0,0.0,244.0,0.00040666666666666667,0.0,0.07865833333333333,0.00014008872285780995,0.01592867553895245,D - Baixo
São José do Ouro (RS),25413,0.0,10.0,2000.0,19850.0,0.03308333333333333,0.004,8.333333333333333e-05,0.0,0.015904166666666667,D - Baixo
Paraíso do Norte (PR),14472,0.0,6808.0,3100.0,4000.0,0.006666666666666667,0.0062,0.05673333333333333,0.0,0.015896666666666667,D - Baixo
Santa Fé (PR),19867,14.0,3410.0,6800.0,9000.0,0.015,0.0136,0.028416666666666666,0.0003268736866682232,0.015866020702000154,D - Baixo
Adustina (BA),34700,0.0,0.0,31700.0,0.0,0.0,0.0634,0.0,0.0,0.01585,D - Baixo
Mundo Novo (GO),23481,0.0,25.0,1570.0,20000.0,0.03333333333333333,0.00314,0.00020833333333333335,0.0,0.015826666666666666,D - Baixo
Lagoa da Prata (MG),9892,0.0,9200.0,80.0,600.0,0.001,0.00016,0.07666666666666666,0.0,0.01582333333333333,D - Baixo
Jussara (GO),29904,0.0,0.0,1600.0,20000.0,0.03333333333333333,0.0032,0.0,0.0,0.015799999999999998,D - Baixo
Catanduvas (PR),32068,0.0,15.0,5200.0,17550.0,0.02925,0.0104,0.000125,0.0,0.0157875,D - Baixo
Altamira (PA),36264,0.0,20.0,10500.0,14000.0,0.023333333333333334,0.021,0.00016666666666666666,0.0,0.015783333333333333,D - Baixo
Bom Jardim de Goiás (GO),21090,0.0,0.0,0.0,21000.0,0.035,0.0,0.0,0.0,0.015750000000000004,D - Baixo
Bom Jesus (RS),40085,0.0,0.0,9000.0,15000.0,0.025,0.018,0.0,0.0,0.01575,D - Baixo
Cocalinho (MT),22580,0.0,0.0,3750.0,18500.0,0.030833333333333334,0.0075,0.0,0.0,0.01575,D - Baixo
Porangatu (GO),23435,0.0,0.0,735.0,20500.0,0.034166666666666665,0.00147,0.0,0.0,0.0157425,D - Baixo
Floresta (PR),25265,0.0,0.0,12251.0,12800.0,0.021333333333333333,0.024502,0.0,0.0,0.0157255,D - Baixo
Bataguassu (MS),25185,0.0,0.0,5977.0,16970.0,0.028283333333333334,0.011954,0.0,0.0,0.015716,D - Baixo
Querência do Norte (PR),33126,1.0,0.0,10400.0,14000.0,0.023333333333333334,0.0208,0.0,2.334812047630166e-05,0.01570233481204763,D - Baixo
Medeiros (MG),18351,3280.0,570.0,4400.0,6500.0,0.010833333333333334,0.0088,0.00475,0.07658183516226943,0.015683183516226943,D - Baixo
Anhumas (SP),11078,108.0,8700.0,890.0,615.0,0.001025,0.00178,0.0725,0.002521597011440579,0.015658409701144058,D - Baixo
Guaçuí (ES),7882,6450.0,10.0,1120.0,0.0,0.0,0.00224,8.333333333333333e-05,0.15059537707214568,0.015636204373881236,D - Baixo
Guimarânia (MG),15285,4100.0,4.0,4500.0,5000.0,0.008333333333333333,0.009,3.3333333333333335e-05,0.0957272939528368,0.015579396061950348,D - Baixo
Tupi Paulista (SP),10971,20.0,9250.0,20.0,120.0,0.0002,4e-05,0.07708333333333334,0.00046696240952603317,0.015563362907619272,D - Baixo
Analândia (SP),11368,236.0,8500.0,570.0,700.0,0.0011666666666666668,0.00114,0.07083333333333333,0.005510156432407191,0.015527682309907387,D - Baixo
Tacuru (MS),23614,0.0,0.0,5500.0,17000.0,0.028333333333333332,0.011,0.0,0.0,0.0155,D - Baixo
Borrazópolis (PR),28268,90.0,0.0,8020.0,15000.0,0.025,0.01604,0.0,0.002101330842867149,0.015470133084286715,D - Baixo
Castelândia (GO),14412,0.0,5700.0,2300.0,6400.0,0.010666666666666666,0.0046,0.0475,0.0,0.015450000000000002,D - Baixo
Candiota (RS),24738,0.0,0.0,900.0,20000.0,0.03333333333333333,0.0018,0.0,0.0,0.01545,D - Baixo
Palmas (TO),23551,0.0,19.0,7701.0,15414.0,0.02569,0.015402,0.00015833333333333332,0.0,0.015442666666666667,D - Baixo
Serranópolis do Iguaçu (PR),25034,0.0,5.0,12980.0,11920.0,0.019866666666666668,0.02596,4.1666666666666665e-05,0.0,0.015438333333333333,D - Baixo
Coronel Domingos Soares (PR),22293,0.0,2.0,700.0,20050.0,0.033416666666666664,0.0014,1.6666666666666667e-05,0.0,0.015390833333333331,D - Baixo
Rancho Alegre (PR),24117,2.0,539.0,12103.0,11242.0,0.018736666666666665,0.024206,0.004491666666666666,4.669624095260332e-05,0.015386002957428592,D - Baixo
Loanda (PR),13571,14.0,8372.0,750.0,1360.0,0.002266666666666667,0.0015,0.06976666666666667,0.0003268736866682232,0.015381020702000158,D - Baixo
Alterosa (MG),10210,5335.0,305.0,2250.0,1700.0,0.0028333333333333335,0.0045,0.0025416666666666665,0.12456222274106935,0.015364555607440268,D - Baixo
São Pedro do Iguaçu (PR),27947,0.0,75.0,8500.0,14650.0,0.024416666666666666,0.017,0.000625,0.0,0.015362500000000001,D - Baixo
Paula Freitas (PR),26664,0.0,2.0,800.0,19900.0,0.033166666666666664,0.0016,1.6666666666666667e-05,0.0,0.015328333333333331,D - Baixo
Braúna (SP),10240,47.0,8935.0,30.0,400.0,0.0006666666666666666,6e-05,0.07445833333333333,0.0010973616623861778,0.015316402832905284,D - Baixo
Ouro Verde do Oeste (PR),24760,0.0,13.0,11220.0,12850.0,0.021416666666666667,0.02244,0.00010833333333333333,0.0,0.015269166666666667,D - Baixo
Sebastianópolis do Sul (SP),9910,0.0,9000.0,300.0,150.0,0.00025,0.0006,0.075,0.0,0.0152625,D - Baixo
Carmo do Rio Verde (GO),10635,0.0,8650.0,750.0,600.0,0.001,0.0015,0.07208333333333333,0.0,0.015241666666666667,D - Baixo
Lagoa Formosa (MG),25362,1050.0,5.0,10500.0,10000.0,0.016666666666666666,0.021,4.1666666666666665e-05,0.02451552650011674,0.015209885983345009,D - Baixo
Barbosa (SP),9564,0.0,9034.0,120.0,100.0,0.00016666666666666666,0.00024,0.07528333333333333,0.0,0.015191666666666666,D - Baixo
Dois Vizinhos (PR),44521,0.0,15.0,1800.0,19000.0,0.03166666666666667,0.0036,0.000125,0.0,0.015175000000000003,D - Baixo
Nova Glória (GO),10770,0.0,8500.0,780.0,820.0,0.0013666666666666666,0.00156,0.07083333333333333,0.0,0.015171666666666668,D - Baixo
Lavras (MG),12579,5020.0,60.0,3700.0,2000.0,0.0033333333333333335,0.0074,0.0005,0.11720756479103432,0.015170756479103433,D - Baixo
Augusto Pestana (RS),28954,0.0,10.0,100.0,20120.0,0.03353333333333333,0.0002,8.333333333333333e-05,0.0,0.015156666666666666,D - Baixo
Itapiratins (TO),24222,0.0,0.0,8613.0,14439.0,0.024065,0.017226,0.0,0.0,0.01513575,D - Baixo
Ribeirão (PE),9953,0.0,9078.0,0.0,0.0,0.0,0.0,0.07565,0.0,0.01513,D - Baixo
Fernando Prestes (SP),12194,0.0,9000.0,50.0,100.0,0.00016666666666666666,0.0001,0.075,0.0,0.015099999999999999,D - Baixo
Mineiros do Tietê (SP),9820,102.0,8400.0,10.0,1050.0,0.00175,2e-05,0.07,0.0023815082885827693,0.015030650828858278,D - Baixo
Marmeleiro (PR),29512,0.0,9.0,1500.0,19000.0,0.03166666666666667,0.003,7.5e-05,0.0,0.015015000000000002,D - Baixo
Ouro Verde (SP),10209,6.0,9000.0,0.0,0.0,0.0,0.0,0.075,0.00014008872285780995,0.01501400887228578,D - Baixo
Cabo de Santo Agostinho (PE),9997,0.0,9000.0,0.0,0.0,0.0,0.0,0.075,0.0,0.015,D - Baixo
Pires do Rio (GO),27227,0.0,0.0,5200.0,16500.0,0.0275,0.0104,0.0,0.0,0.014975,D - Baixo
Almas (TO),21878,0.0,0.0,5599.0,16197.0,0.026995,0.011198,0.0,0.0,0.01494725,D - Baixo
Coxim (MS),22185,0.0,10.0,6160.0,15800.0,0.026333333333333334,0.01232,8.333333333333333e-05,0.0,0.014946666666666667,D - Baixo
Colniza (MT),11103,5250.0,155.0,3360.0,1000.0,0.0016666666666666668,0.00672,0.0012916666666666667,0.1225776325005837,0.014946096583391705,D - Baixo
Monte Alto (SP),15778,11.0,8500.0,400.0,600.0,0.001,0.0008,0.07083333333333333,0.00025682932523931826,0.0148423495991906,D - Baixo
Realeza (PR),33118,0.0,8.0,4000.0,17100.0,0.0285,0.008,6.666666666666667e-05,0.0,0.014838333333333335,D - Baixo
Carlópolis (PR),11544,5040.0,50.0,2350.0,2400.0,0.004,0.0047,0.0004166666666666667,0.11767452720056036,0.01482578605338937,D - Baixo
São José da Barra (MG),13192,3780.0,370.0,3900.0,4530.0,0.00755,0.0078,0.0030833333333333333,0.08825589540042027,0.014789756206708693,D - Baixo
Sabino (SP),10822,2.0,8100.0,150.0,1600.0,0.0026666666666666666,0.0003,0.0675,4.669624095260332e-05,0.014779669624095262,D - Baixo
Sarandi (RS),29115,0.0,8.0,2200.0,18210.0,0.03035,0.0044,6.666666666666667e-05,0.0,0.014770833333333334,D - Baixo
Mendonça (SP),9627,0.0,8700.0,300.0,150.0,0.00025,0.0006,0.0725,0.0,0.0147625,D - Baixo
Nova Laranjeiras (PR),29614,0.0,110.0,3050.0,17400.0,0.029,0.0061,0.0009166666666666666,0.0,0.014758333333333335,D - Baixo
Bom Jardim (MA),21952,0.0,0.0,4000.0,17000.0,0.028333333333333332,0.008,0.0,0.0,0.01475,D - Baixo
Mallet (PR),25884,0.0,0.0,2500.0,18000.0,0.03,0.005,0.0,0.0,0.01475,D - Baixo
Araguaçu (TO),21822,0.0,20.0,2828.0,17735.0,0.029558333333333332,0.005656,0.00016666666666666666,0.0,0.014748583333333334,D - Baixo
Estrela d'Oeste (SP),11669,11.0,8670.0,320.0,120.0,0.0002,0.00064,0.07225,0.00025682932523931826,0.014725682932523932,D - Baixo
Laranjal Paulista (SP),11786,15.0,7500.0,4100.0,150.0,0.00025,0.0082,0.0625,0.0003502218071445249,0.014697522180714455,D - Baixo
Jaíba (MG),23217,10.0,8300.0,340.0,880.0,0.0014666666666666667,0.00068,0.06916666666666667,0.00023348120476301658,0.014686681453809636,D - Baixo
Itapaci (GO),10456,0.0,7800.0,320.0,2000.0,0.0033333333333333335,0.00064,0.065,0.0,0.014660000000000001,D - Baixo
Águia Branca (ES),6936,6270.0,0.0,40.0,0.0,0.0,8e-05,0.0,0.14639271538641138,0.014659271538641138,D - Baixo
Cruzália (SP),18689,0.0,3047.0,7750.0,7600.0,0.012666666666666666,0.0155,0.025391666666666667,0.0,0.014653333333333334,D - Baixo
Edealina (GO),23093,0.0,90.0,2005.0,18000.0,0.03,0.00401,0.00075,0.0,0.0146525,D - Baixo
Pedrinhas Paulista (SP),19490,0.0,2700.0,8300.0,8000.0,0.013333333333333334,0.0166,0.0225,0.0,0.01465,D - Baixo
Dumont (SP),10144,0.0,8615.0,100.0,300.0,0.0005,0.0002,0.07179166666666667,0.0,0.014633333333333333,D - Baixo
Luisburgo (MG),7180,6150.0,11.0,500.0,0.0,0.0,0.001,9.166666666666667e-05,0.1435909409292552,0.014627427426258855,D - Baixo
Reserva do Iguaçu (PR),27674,0.0,2.0,3770.0,16980.0,0.0283,0.00754,1.6666666666666667e-05,0.0,0.014623333333333332,D - Baixo
Tejupá (SP),10925,4500.0,0.0,1550.0,4450.0,0.007416666666666667,0.0031,0.0,0.10506654214335746,0.014619154214335748,D - Baixo
Paraíso (SP),10544,1.0,8500.0,150.0,500.0,0.0008333333333333334,0.0003,0.07083333333333333,2.334812047630166e-05,0.014619001478714299,D - Baixo
Humaitá (AM),28120,260.0,5.0,2500.0,17000.0,0.028333333333333332,0.005,4.1666666666666665e-05,0.006070511323838431,0.014615384465717175,D - Baixo
Alto Paraíso de Goiás (GO),27077,0.0,0.0,5300.0,15950.0,0.026583333333333334,0.0106,0.0,0.0,0.0146125,D - Baixo
Ouro Fino (MG),7146,5820.0,340.0,750.0,100.0,0.00016666666666666666,0.0015,0.0028333333333333335,0.13588606117207566,0.014605272783874232,D - Baixo
Capela (SE),9504,0.0,8500.0,800.0,0.0,0.0,0.0016,0.07083333333333333,0.0,0.014566666666666667,D - Baixo
São José da Boa Vista (PR),29011,3.0,31.0,4100.0,16600.0,0.027666666666666666,0.0082,0.00025833333333333334,7.004436142890498e-05,0.014558671102809556,D - Baixo
Pontes Gestal (SP),9651,13.0,8400.0,100.0,600.0,0.001,0.0002,0.07,0.00030352556619192155,0.014530352556619195,D - Baixo
Campo Bonito (PR),31318,0.0,3.0,5400.0,15725.0,0.026208333333333333,0.0108,2.5e-05,0.0,0.01449875,D - Baixo
Catiguá (SP),9182,0.0,8500.0,200.0,300.0,0.0005,0.0004,0.07083333333333333,0.0,0.014491666666666668,D - Baixo
Cristais (MG),13434,3580.0,580.0,3900.0,4250.0,0.007083333333333333,0.0078,0.004833333333333334,0.08358627130515993,0.014462793797182658,D - Baixo
Perobal (PR),22469,6.0,0.0,6000.0,15250.0,0.025416666666666667,0.012,0.0,0.00014008872285780995,0.01445150887228578,D - Baixo
Iguaraçu (PR),20365,22.0,1694.0,8890.0,9500.0,0.015833333333333335,0.01778,0.014116666666666666,0.0005136586504786365,0.014444699198381199,D - Baixo
Itapejara d'Oeste (PR),33665,0.0,8.0,5500.0,15550.0,0.025916666666666668,0.011,6.666666666666667e-05,0.0,0.014425833333333336,D - Baixo
Tomazina (PR),22826,1218.0,50.0,3190.0,13200.0,0.022,0.00638,0.0004166666666666667,0.028438010740135418,0.014422134407346873,D - Baixo
Ariranha (SP),8922,0.0,8600.0,0.0,73.0,0.00012166666666666667,0.0,0.07166666666666667,0.0,0.014388083333333334,D - Baixo
Cruzmaltina (PR),26121,16.0,0.0,7600.0,14000.0,0.023333333333333334,0.0152,0.0,0.00037356992762082653,0.014337356992762083,D - Baixo
Colorado (RS),29820,0.0,3.0,1620.0,18020.0,0.030033333333333332,0.00324,2.5e-05,0.0,0.014329999999999999,D - Baixo
São Miguel do Passa Quatro (GO),23590,0.0,10.0,7600.0,14000.0,0.023333333333333334,0.0152,8.333333333333333e-05,0.0,0.014316666666666667,D - Baixo
Prado (BA),9811,6100.0,12.0,100.0,0.0,0.0,0.0002,0.0001,0.1424235349054401,0.014312353490544012,D - Baixo
Mirassol (SP),12715,0.0,8000.0,550.0,938.0,0.0015633333333333332,0.0011,0.06666666666666667,0.0,0.014311833333333334,D - Baixo
Neves Paulista (SP),12292,20.0,8000.0,120.0,1150.0,0.0019166666666666666,0.00024,0.06666666666666667,0.00046696240952603317,0.014302529574285938,D - Baixo
Nova Europa (SP),10018,0.0,8018.0,300.0,1000.0,0.0016666666666666668,0.0006,0.06681666666666666,0.0,0.014263333333333333,D - Baixo
Domingos Martins (ES),9748,6024.0,40.0,250.0,0.0,0.0,0.0005,0.0003333333333333333,0.14064907774924118,0.014256574441590786,D - Baixo
Arenópolis (GO),19025,0.0,0.0,0.0,19000.0,0.03166666666666667,0.0,0.0,0.0,0.014250000000000002,D - Baixo
Paripiranga (BA),28671,0.0,0.0,28500.0,0.0,0.0,0.057,0.0,0.0,0.01425,D - Baixo
Charqueada (SP),8673,0.0,8500.0,160.0,0.0,0.0,0.00032,0.07083333333333333,0.0,0.014246666666666668,D - Baixo
Panamá (GO),18749,0.0,2400.0,3600.0,11250.0,0.01875,0.0072,0.02,0.0,0.0142375,D - Baixo
Cachoeiro de Itapemirim (ES),6928,5870.0,300.0,60.0,0.0,0.0,0.00012,0.0025,0.13705346719589073,0.014235346719589074,D - Baixo
Floreal (SP),9306,0.0,8350.0,200.0,250.0,0.0004166666666666667,0.0004,0.06958333333333333,0.0,0.014204166666666667,D - Baixo
Álvares Florence (SP),11493,0.0,7603.0,267.0,1800.0,0.003,0.000534,0.06335833333333334,0.0,0.014155166666666668,D - Baixo
Mirador (PR),11918,0.0,7027.0,1100.0,2500.0,0.004166666666666667,0.0022,0.05855833333333333,0.0,0.014136666666666667,D - Baixo
Jequiá da Praia (AL),10525,0.0,8228.0,50.0,495.0,0.000825,0.0001,0.06856666666666666,0.0,0.014109583333333335,D - Baixo
Presidente Prudente (SP),9610,0.0,8380.0,230.0,0.0,0.0,0.00046,0.06983333333333333,0.0,0.014081666666666668,D - Baixo
Jacuizinho (RS),27301,0.0,0.0,850.0,18200.0,0.030333333333333334,0.0017,0.0,0.0,0.014075,D - Baixo
Rubiácea (SP),8988,0.0,8174.0,34.0,540.0,0.0009,6.8e-05,0.06811666666666667,0.0,0.014045333333333335,D - Baixo
Pompéia (SP),22275,98.0,7530.0,1000.0,1000.0,0.0016666666666666668,0.002,0.06275,0.0022881158066775623,0.014028811580667756,D - Baixo
Nova Fátima (PR),26465,410.0,41.0,5141.0,13882.0,0.023136666666666666,0.010282,0.00034166666666666666,0.00957272939528368,0.014007606272861703,D - Baixo
Buritama (SP),11842,0.0,8110.0,170.0,530.0,0.0008833333333333333,0.00034,0.06758333333333333,0.0,0.013999166666666667,D - Baixo
Gavião Peixoto (SP),11961,6.0,7600.0,500.0,1400.0,0.0023333333333333335,0.001,0.06333333333333334,0.00014008872285780995,0.01398067553895245,D - Baixo
Baianópolis (BA),25513,0.0,50.0,815.0,17983.0,0.029971666666666667,0.00163,0.0004166666666666667,0.0,0.013978083333333334,D - Baixo
Bodoquena (MS),22013,0.0,24.0,5029.0,15229.0,0.025381666666666667,0.010058,0.0002,0.0,0.013976249999999999,D - Baixo
Wenceslau Braz (PR),27615,4.0,17.0,3550.0,16200.0,0.027,0.0071,0.00014166666666666668,9.339248190520663e-05,0.013962672581523854,D - Baixo
Itapuí (SP),8424,7.0,8300.0,20.0,97.0,0.00016166666666666668,4e-05,0.06916666666666667,0.0001634368433341116,0.013932427017666746,D - Baixo
Barrinha (SP),8833,0.0,8300.0,50.0,83.0,0.00013833333333333333,0.0001,0.06916666666666667,0.0,0.013920583333333335,D - Baixo
Buriti Bravo (MA),21485,0.0,42.0,3500.0,16100.0,0.026833333333333334,0.007,0.00035,0.0,0.013895000000000001,D - Baixo
Uraí (PR),23487,4.0,0.0,8325.0,12963.0,0.021605,0.01665,0.0,9.339248190520663e-05,0.013894089248190522,D - Baixo
Prado Ferreira (PR),19530,10.0,1564.0,8700.0,9200.0,0.015333333333333332,0.0174,0.013033333333333333,0.00023348120476301658,0.013880014787142968,D - Baixo
Turvo (PR),24574,0.0,3.0,2360.0,16900.0,0.028166666666666666,0.00472,2.5e-05,0.0,0.01386,D - Baixo
Auriflama (SP),9372,0.0,8100.0,200.0,300.0,0.0005,0.0004,0.0675,0.0,0.013825000000000002,D - Baixo
Pindorama (SP),9997,0.0,8000.0,75.0,600.0,0.001,0.00015,0.06666666666666667,0.0,0.013820833333333334,D - Baixo
Santa Izabel do Oeste (PR),31214,0.0,10.0,1850.0,17150.0,0.028583333333333332,0.0037,8.333333333333333e-05,0.0,0.013804166666666666,D - Baixo
Estrela do Sul (MG),18379,2400.0,0.0,3500.0,8600.0,0.014333333333333333,0.007,0.0,0.05603548914312398,0.013803548914312399,D - Baixo
Erval Seco (RS),29029,0.0,40.0,3700.0,15800.0,0.026333333333333334,0.0074,0.0003333333333333333,0.0,0.013766666666666667,D - Baixo
Miranorte (TO),21082,0.0,0.0,7270.0,13495.0,0.022491666666666667,0.01454,0.0,0.0,0.013756250000000001,D - Baixo
Bernardino de Campos (SP),15102,50.0,4700.0,4100.0,5000.0,0.008333333333333333,0.0082,0.03916666666666667,0.0011674060238150829,0.013750073935714842,D - Baixo
Verê (PR),38321,0.0,15.0,1500.0,17300.0,0.028833333333333332,0.003,0.000125,0.0,0.013750000000000002,D - Baixo
Encruzilhada (BA),8742,5562.0,100.0,1163.0,0.0,0.0,0.002326,0.0008333333333333334,0.1298622460891898,0.013734391275585648,D - Baixo
Igarassu (PE),8513,0.0,8209.0,0.0,0.0,0.0,0.0,0.06840833333333333,0.0,0.013681666666666668,D - Baixo
Papanduva (SC),26505,0.0,0.0,3800.0,15700.0,0.026166666666666668,0.0076,0.0,0.0,0.013675000000000001,D - Baixo
Alto Alegre dos Parecis (RO),11782,4088.0,6.0,2872.0,3579.0,0.005965,0.005744,5e-05,0.09544711650712118,0.013674961650712119,D - Baixo
Sericita (MG),6208,5800.0,0.0,250.0,0.0,0.0,0.0005,0.0,0.13541909876254962,0.013666909876254962,D - Baixo
Doutor Maurício Cardoso (RS),28199,0.0,25.0,6530.0,13780.0,0.022966666666666666,0.01306,0.00020833333333333335,0.0,0.013641666666666668,D - Baixo
Lucélia (SP),8631,78.0,7900.0,80.0,300.0,0.0005,0.00016,0.06583333333333333,0.0018211533971515294,0.01361378200638182,D - Baixo
Cajobi (SP),11533,0.0,8071.0,69.0,154.0,0.00025666666666666665,0.000138,0.06725833333333334,0.0,0.013601666666666668,D - Baixo
Taquarivaí (SP),26623,0.0,0.0,6200.0,14000.0,0.023333333333333334,0.0124,0.0,0.0,0.013600000000000001,D - Baixo
Nova Prata do Iguaçu (PR),38585,0.0,26.0,2100.0,16650.0,0.02775,0.0042,0.00021666666666666666,0.0,0.013580833333333334,D - Baixo
Manduri (SP),12364,1632.0,4000.0,2800.0,2210.0,0.003683333333333333,0.0056,0.03333333333333333,0.03810413261732431,0.013534579928399099,D - Baixo
Monte Castelo (SP),9412,0.0,8100.0,0.0,34.0,5.6666666666666664e-05,0.0,0.0675,0.0,0.013525500000000001,D - Baixo
Fartura (SP),11628,2482.0,1700.0,1994.0,5176.0,0.008626666666666666,0.003988,0.014166666666666666,0.05795003502218071,0.013507336835551404,D - Baixo
São João da Paraúna (GO),22432,0.0,0.0,6000.0,14000.0,0.023333333333333334,0.012,0.0,0.0,0.013500000000000002,D - Baixo
Ariranha do Ivaí (PR),25928,5.0,0.0,7770.0,12800.0,0.021333333333333333,0.01554,0.0,0.00011674060238150829,0.01349667406023815,D - Baixo
Novo Acordo (TO),18460,0.0,5.0,1250.0,17095.0,0.028491666666666665,0.0025,4.1666666666666665e-05,0.0,0.013454583333333334,D - Baixo
São Domingos (SC),30320,0.0,12.0,1050.0,17200.0,0.028666666666666667,0.0021,0.0001,0.0,0.013444999999999999,D - Baixo
Santa Rita do Itueto (MG),6484,5650.0,0.0,500.0,0.0,0.0,0.001,0.0,0.13191688069110435,0.013441688069110436,D - Baixo
Quatro Irmãos (RS),23486,0.0,0.0,1800.0,16700.0,0.027833333333333335,0.0036,0.0,0.0,0.013425000000000001,D - Baixo
Vitória da Conquista (BA),10255,5491.0,65.0,955.0,0.0,0.0,0.00191,0.0005416666666666666,0.1282045295353724,0.013406286286870574,D - Baixo
Matelândia (PR),24536,1.0,30.0,8375.0,12215.0,0.020358333333333332,0.01675,0.00025,2.334812047630166e-05,0.01340108481204763,D - Baixo
Hidrolândia (GO),22121,0.0,0.0,2800.0,16000.0,0.02666666666666667,0.0056,0.0,0.0,0.0134,D - Baixo
Torrinha (SP),9688,1650.0,4700.0,700.0,1800.0,0.003,0.0014,0.03916666666666667,0.03852439878589774,0.013385773211923108,D - Baixo
Abreulândia (TO),19964,0.0,10.0,4100.0,15088.0,0.025146666666666668,0.0082,8.333333333333333e-05,0.0,0.013382666666666668,D - Baixo
Couto Magalhães (TO),21056,0.0,16.0,4735.0,14651.0,0.024418333333333334,0.00947,0.00013333333333333334,0.0,0.013382416666666666,D - Baixo
Leopoldo de Bulhões (GO),20762,0.0,17.0,7200.0,13000.0,0.021666666666666667,0.0144,0.00014166666666666668,0.0,0.013378333333333334,D - Baixo
Meridiano (SP),10106,0.0,7500.0,1000.0,500.0,0.0008333333333333334,0.002,0.0625,0.0,0.013375000000000001,D - Baixo
Caracol (MS),21017,0.0,20.0,5700.0,13968.0,0.02328,0.0114,0.00016666666666666666,0.0,0.013359333333333332,D - Baixo
Américo Brasiliense (SP),8420,0.0,8000.0,50.0,0.0,0.0,0.0001,0.06666666666666667,0.0,0.013358333333333335,D - Baixo
Vicência (PE),17160,0.0,8000.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.013333333333333334,D - Baixo
Águas de Santa Bárbara (SP),24046,44.0,3200.0,3310.0,8250.0,0.01375,0.00662,0.02666666666666667,0.001027317300957273,0.013278565063429061,D - Baixo
Vargem Grande do Sul (SP),12246,420.0,5200.0,2000.0,3500.0,0.005833333333333334,0.004,0.043333333333333335,0.009806210600046696,0.013272287726671337,D - Baixo
Caibaté (RS),28051,0.0,10.0,3486.0,15350.0,0.025583333333333333,0.006972,8.333333333333333e-05,0.0,0.013272166666666666,D - Baixo
Fernandes Pinheiro (PR),26832,0.0,0.0,1600.0,16600.0,0.027666666666666666,0.0032,0.0,0.0,0.01325,D - Baixo
Pranchita (PR),32137,0.0,5.0,5100.0,14250.0,0.02375,0.0102,4.1666666666666665e-05,0.0,0.013245833333333335,D - Baixo
Bom Sucesso do Sul (PR),37117,0.0,20.0,5700.0,13800.0,0.023,0.0114,0.00016666666666666666,0.0,0.013233333333333333,D - Baixo
Santa Rita do Novo Destino (GO),15319,0.0,3800.0,1040.0,8500.0,0.014166666666666666,0.00208,0.03166666666666667,0.0,0.013228333333333333,D - Baixo
Redenção (PA),23330,0.0,0.0,9000.0,11603.0,0.019338333333333332,0.018,0.0,0.0,0.013202249999999999,D - Baixo
Montanha (ES),9521,3500.0,2894.0,400.0,0.0,0.0,0.0008,0.024116666666666668,0.0817184216670558,0.013195175500038913,D - Baixo
São Sebastião da Grama (SP),6859,5500.0,0.0,100.0,400.0,0.0006666666666666666,0.0002,0.0,0.12841466261965911,0.013191466261965911,D - Baixo
Moreno (PE),8205,0.0,7900.0,0.0,0.0,0.0,0.0,0.06583333333333333,0.0,0.013166666666666667,D - Baixo
Hulha Negra (RS),20179,0.0,0.0,1562.0,16500.0,0.0275,0.003124,0.0,0.0,0.013156000000000001,D - Baixo
Ibitirama (ES),6328,5501.0,5.0,500.0,0.0,0.0,0.001,4.1666666666666665e-05,0.12843801074013542,0.013102134407346875,D - Baixo
Cristal (RS),22527,0.0,0.0,700.0,17000.0,0.028333333333333332,0.0014,0.0,0.0,0.013099999999999999,D - Baixo
Ervália (MG),8782,5100.0,54.0,2200.0,0.0,0.0,0.0044,0.00045,0.11907541442913845,0.013097541442913845,D - Baixo
Barra Bonita (SP),7870,0.0,7850.0,20.0,0.0,0.0,4e-05,0.06541666666666666,0.0,0.013093333333333334,D - Baixo
