Municipio,Total,Cafe,Cana,Milho,Soja,Soja_norm,Milho_norm,Cana_norm,Cafe_norm,DPF,Classificacao
Blumenau (SC),319,0.0,7.0,106.0,0.0,0.0,0.000212,5.833333333333333e-05,0.0,6.466666666666668e-05,D - Baixo
Santo Amaro (BA),1031,0.0,15.0,79.0,0.0,0.0,0.000158,0.000125,0.0,6.45e-05,D - Baixo
Campanário (MG),95,0.0,32.0,22.0,0.0,0.0,4.4e-05,0.0002666666666666667,0.0,6.433333333333334e-05,D - Baixo
Itaoca (SP),191,2.0,25.0,35.0,0.0,0.0,7e-05,0.00020833333333333335,4.669624095260332e-05,6.3836290761927e-05,D - Baixo
Cruzeiro (SP),284,0.0,20.0,61.0,0.0,0.0,0.000122,0.00016666666666666666,0.0,6.383333333333333e-05,D - Baixo
Nova Porteirinha (MG),2753,3.0,16.0,60.0,0.0,0.0,0.00012,0.00013333333333333334,7.004436142890498e-05,6.367110280955717e-05,D - Baixo
Poção de Pedras (MA),309,0.0,0.0,127.0,0.0,0.0,0.000254,0.0,0.0,6.35e-05,D - Baixo
Betim (MG),107,0.0,29.0,30.0,0.0,0.0,6e-05,0.00024166666666666667,0.0,6.333333333333333e-05,D - Baixo
Ubaíra (BA),5357,19.0,2.0,31.0,0.0,0.0,6.2e-05,1.6666666666666667e-05,0.0004436142890497315,6.31947622383065e-05,D - Baixo
Itapitanga (BA),1310,15.0,15.0,6.0,0.0,0.0,1.2e-05,0.000125,0.0003502218071445249,6.30221807144525e-05,D - Baixo
Santana do Seridó (RN),265,0.0,0.0,126.0,0.0,0.0,0.000252,0.0,0.0,6.3e-05,D - Baixo
Ubá (MG),360,4.0,20.0,40.0,0.0,0.0,8e-05,0.00016666666666666666,9.339248190520663e-05,6.2672581523854e-05,D - Baixo
Marcos Parente (PI),346,0.0,0.0,125.0,0.0,0.0,0.00025,0.0,0.0,6.25e-05,D - Baixo
Buritirana (MA),308,0.0,0.0,125.0,0.0,0.0,0.00025,0.0,0.0,6.25e-05,D - Baixo
Rodeio (SC),1134,0.0,26.0,38.0,0.0,0.0,7.6e-05,0.00021666666666666666,0.0,6.233333333333334e-05,D - Baixo
Potiraguá (BA),104,0.0,35.0,8.0,0.0,0.0,1.6e-05,0.0002916666666666667,0.0,6.233333333333334e-05,D - Baixo
Gonçalves (MG),474,0.0,7.0,100.0,0.0,0.0,0.0002,5.833333333333333e-05,0.0,6.166666666666667e-05,D - Baixo
Coqueiro Seco (AL),288,0.0,37.0,0.0,0.0,0.0,0.0,0.0003083333333333333,0.0,6.166666666666667e-05,D - Baixo
Sangão (SC),1766,0.0,25.0,40.0,0.0,0.0,8e-05,0.00020833333333333335,0.0,6.166666666666667e-05,D - Baixo
Aracitaba (MG),126,0.0,25.0,40.0,0.0,0.0,8e-05,0.00020833333333333335,0.0,6.166666666666667e-05,D - Baixo
Barão de Melgaço (MT),177,0.0,22.0,50.0,0.0,0.0,0.0001,0.00018333333333333334,0.0,6.166666666666667e-05,D - Baixo
Trajano de Moraes (RJ),791,24.0,0.0,10.0,0.0,0.0,2e-05,0.0,0.0005603548914312398,6.103548914312398e-05,D - Baixo
Schroeder (SC),1193,0.0,5.0,105.0,0.0,0.0,0.00021,4.1666666666666665e-05,0.0,6.083333333333334e-05,D - Baixo
Sapiranga (RS),512,0.0,13.0,77.0,0.0,0.0,0.000154,0.00010833333333333333,0.0,6.016666666666667e-05,D - Baixo
Santa Bárbara do Monte Verde (MG),81,10.0,10.0,40.0,0.0,0.0,8e-05,8.333333333333333e-05,0.00023348120476301658,6.001478714296833e-05,D - Baixo
Delfim Moreira (MG),351,0.0,0.0,120.0,0.0,0.0,0.00024,0.0,0.0,6e-05,D - Baixo
Bujaru (PA),8677,0.0,0.0,120.0,0.0,0.0,0.00024,0.0,0.0,6e-05,D - Baixo
Mambaí (GO),108,0.0,0.0,0.0,80.0,0.00013333333333333334,0.0,0.0,0.0,6e-05,D - Baixo
Salinópolis (PA),827,0.0,0.0,120.0,0.0,0.0,0.00024,0.0,0.0,6e-05,D - Baixo
Queluzito (MG),339,0.0,0.0,120.0,0.0,0.0,0.00024,0.0,0.0,6e-05,D - Baixo
Brejo de Areia (MA),270,0.0,0.0,120.0,0.0,0.0,0.00024,0.0,0.0,6e-05,D - Baixo
Joca Claudino (PB),200,0.0,0.0,120.0,0.0,0.0,0.00024,0.0,0.0,6e-05,D - Baixo
Alpercata (MG),156,0.0,0.0,120.0,0.0,0.0,0.00024,0.0,0.0,6e-05,D - Baixo
Barra de São Miguel (PB),541,0.0,0.0,120.0,0.0,0.0,0.00024,0.0,0.0,6e-05,D - Baixo
Itapeva (MG),582,0.0,0.0,120.0,0.0,0.0,0.00024,0.0,0.0,6e-05,D - Baixo
São Gonçalo do Pará (MG),139,0.0,0.0,120.0,0.0,0.0,0.00024,0.0,0.0,6e-05,D - Baixo
Luís Gomes (RN),266,0.0,0.0,120.0,0.0,0.0,0.00024,0.0,0.0,6e-05,D - Baixo
Pacaraima (RR),904,0.0,0.0,120.0,0.0,0.0,0.00024,0.0,0.0,6e-05,D - Baixo
Umbaúba (SE),4244,0.0,0.0,120.0,0.0,0.0,0.00024,0.0,0.0,6e-05,D - Baixo
Jardim do Seridó (RN),231,0.0,0.0,120.0,0.0,0.0,0.00024,0.0,0.0,6e-05,D - Baixo
Cabaceiras (PB),483,0.0,0.0,120.0,0.0,0.0,0.00024,0.0,0.0,6e-05,D - Baixo
Frei Inocêncio (MG),184,0.0,0.0,120.0,0.0,0.0,0.00024,0.0,0.0,6e-05,D - Baixo
Itacuruba (PE),354,0.0,0.0,119.0,0.0,0.0,0.000238,0.0,0.0,5.95e-05,D - Baixo
São João do Carú (MA),509,0.0,0.0,118.0,0.0,0.0,0.000236,0.0,0.0,5.9e-05,D - Baixo
Chorrochó (BA),393,0.0,0.0,118.0,0.0,0.0,0.000236,0.0,0.0,5.9e-05,D - Baixo
Floresta Azul (BA),2095,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005837030119075414,5.8370301190754146e-05,D - Baixo
Ituberá (BA),12224,0.0,35.0,0.0,0.0,0.0,0.0,0.0002916666666666667,0.0,5.833333333333334e-05,D - Baixo
Mendes Pimentel (MG),128,0.0,26.0,30.0,0.0,0.0,6e-05,0.00021666666666666666,0.0,5.833333333333333e-05,D - Baixo
Maratá (RS),537,0.0,20.0,50.0,0.0,0.0,0.0001,0.00016666666666666666,0.0,5.833333333333333e-05,D - Baixo
Várzea Grande (MT),130,0.0,20.0,50.0,0.0,0.0,0.0001,0.00016666666666666666,0.0,5.833333333333333e-05,D - Baixo
Barra do Piraí (RJ),46,5.0,26.0,6.0,0.0,0.0,1.2e-05,0.00021666666666666666,0.00011674060238150829,5.800739357148416e-05,D - Baixo
Catu (BA),496,0.0,2.0,109.0,0.0,0.0,0.000218,1.6666666666666667e-05,0.0,5.7833333333333334e-05,D - Baixo
Bom Jesus do Amparo (MG),174,4.0,20.0,30.0,0.0,0.0,6e-05,0.00016666666666666666,9.339248190520663e-05,5.7672581523854e-05,D - Baixo
Paulino Neves (MA),824,0.0,7.0,92.0,0.0,0.0,0.000184,5.833333333333333e-05,0.0,5.766666666666667e-05,D - Baixo
Ilha Grande (PI),512,0.0,30.0,15.0,0.0,0.0,3e-05,0.00025,0.0,5.75e-05,D - Baixo
Caxingó (PI),1180,0.0,0.0,115.0,0.0,0.0,0.00023,0.0,0.0,5.75e-05,D - Baixo
Felisburgo (MG),221,11.0,19.0,0.0,0.0,0.0,0.0,0.00015833333333333332,0.00025682932523931826,5.7349599190598494e-05,D - Baixo
São José de Ubá (RJ),237,4.0,0.0,95.0,0.0,0.0,0.00019,0.0,9.339248190520663e-05,5.683924819052067e-05,D - Baixo
Paulo Lopes (SC),1419,0.0,22.0,40.0,0.0,0.0,8e-05,0.00018333333333333334,0.0,5.666666666666667e-05,D - Baixo
Central de Minas (MG),155,3.0,8.0,72.0,0.0,0.0,0.000144,6.666666666666667e-05,7.004436142890498e-05,5.6337769476223834e-05,D - Baixo
Paiva (MG),81,2.0,25.0,20.0,0.0,0.0,4e-05,0.00020833333333333335,4.669624095260332e-05,5.6336290761927004e-05,D - Baixo
Caroebe (RR),3544,0.0,5.0,96.0,0.0,0.0,0.000192,4.1666666666666665e-05,0.0,5.633333333333334e-05,D - Baixo
Silveirânia (MG),71,2.0,29.0,5.0,0.0,0.0,1e-05,0.00024166666666666667,4.669624095260332e-05,5.5502957428593666e-05,D - Baixo
Alcântara (MA),1040,0.0,0.0,111.0,0.0,0.0,0.000222,0.0,0.0,5.55e-05,D - Baixo
Jordânia (MG),199,0.0,33.0,0.0,0.0,0.0,0.0,0.000275,0.0,5.500000000000001e-05,D - Baixo
Santa Cruz de Salinas (MG),300,0.0,33.0,0.0,0.0,0.0,0.0,0.000275,0.0,5.500000000000001e-05,D - Baixo
Santo Antônio de Jesus (BA),2378,0.0,30.0,10.0,0.0,0.0,2e-05,0.00025,0.0,5.5e-05,D - Baixo
Passagem (RN),170,0.0,15.0,60.0,0.0,0.0,0.00012,0.000125,0.0,5.5e-05,D - Baixo
Satubinha (MA),332,0.0,0.0,110.0,0.0,0.0,0.00022,0.0,0.0,5.5e-05,D - Baixo
Morro do Pilar (MG),184,0.0,0.0,110.0,0.0,0.0,0.00022,0.0,0.0,5.5e-05,D - Baixo
Salgadinho (PB),245,0.0,0.0,110.0,0.0,0.0,0.00022,0.0,0.0,5.5e-05,D - Baixo
São Luís Gonzaga do Maranhão (MA),425,0.0,0.0,110.0,0.0,0.0,0.00022,0.0,0.0,5.5e-05,D - Baixo
Junco do Maranhão (MA),338,0.0,0.0,110.0,0.0,0.0,0.00022,0.0,0.0,5.5e-05,D - Baixo
Pomerode (SC),250,0.0,6.0,88.0,0.0,0.0,0.000176,5e-05,0.0,5.4e-05,D - Baixo
Aveiro (PA),1877,0.0,8.0,80.0,0.0,0.0,0.00016,6.666666666666667e-05,0.0,5.333333333333334e-05,D - Baixo
São Ludgero (SC),223,0.0,8.0,80.0,0.0,0.0,0.00016,6.666666666666667e-05,0.0,5.333333333333334e-05,D - Baixo
Portalegre (RN),374,0.0,5.0,90.0,0.0,0.0,0.00018,4.1666666666666665e-05,0.0,5.333333333333333e-05,D - Baixo
Encanto (RN),214,0.0,2.0,100.0,0.0,0.0,0.0002,1.6666666666666667e-05,0.0,5.333333333333333e-05,D - Baixo
Pacatuba (CE),508,0.0,5.0,90.0,0.0,0.0,0.00018,4.1666666666666665e-05,0.0,5.333333333333333e-05,D - Baixo
Rio Manso (MG),231,0.0,15.0,55.0,0.0,0.0,0.00011,0.000125,0.0,5.25e-05,D - Baixo
Maribondo (AL),302,0.0,30.0,5.0,0.0,0.0,1e-05,0.00025,0.0,5.25e-05,D - Baixo
Mato Grosso (PB),199,0.0,0.0,105.0,0.0,0.0,0.00021,0.0,0.0,5.25e-05,D - Baixo
Garopaba (SC),269,0.0,30.0,5.0,0.0,0.0,1e-05,0.00025,0.0,5.25e-05,D - Baixo
Maranhãozinho (MA),570,0.0,0.0,105.0,0.0,0.0,0.00021,0.0,0.0,5.25e-05,D - Baixo
Periquito (MG),94,0.0,25.0,20.0,0.0,0.0,4e-05,0.00020833333333333335,0.0,5.166666666666667e-05,D - Baixo
Cruz das Almas (BA),2520,0.0,0.0,103.0,0.0,0.0,0.000206,0.0,0.0,5.15e-05,D - Baixo
Miranda do Norte (MA),736,0.0,0.0,102.0,0.0,0.0,0.000204,0.0,0.0,5.1e-05,D - Baixo
São Francisco do Conde (BA),330,0.0,30.0,2.0,0.0,0.0,4e-06,0.00025,0.0,5.1e-05,D - Baixo
Maiquinique (BA),159,0.0,24.0,21.0,0.0,0.0,4.2e-05,0.0002,0.0,5.05e-05,D - Baixo
Pedreiras (MA),459,0.0,0.0,101.0,0.0,0.0,0.000202,0.0,0.0,5.05e-05,D - Baixo
Recursolândia (TO),297,0.0,0.0,100.0,0.0,0.0,0.0002,0.0,0.0,5e-05,D - Baixo
Chã Preta (AL),471,0.0,0.0,100.0,0.0,0.0,0.0002,0.0,0.0,5e-05,D - Baixo
Rio Pomba (MG),215,0.0,0.0,100.0,0.0,0.0,0.0002,0.0,0.0,5e-05,D - Baixo
Currais Novos (RN),281,0.0,0.0,100.0,0.0,0.0,0.0002,0.0,0.0,5e-05,D - Baixo
Sairé (PE),740,0.0,0.0,100.0,0.0,0.0,0.0002,0.0,0.0,5e-05,D - Baixo
São Domingos (SE),790,0.0,0.0,100.0,0.0,0.0,0.0002,0.0,0.0,5e-05,D - Baixo
Dom Basílio (BA),2685,0.0,0.0,100.0,0.0,0.0,0.0002,0.0,0.0,5e-05,D - Baixo
São João (PE),13081,0.0,0.0,100.0,0.0,0.0,0.0002,0.0,0.0,5e-05,D - Baixo
Santo Antônio dos Milagres (PI),262,0.0,0.0,100.0,0.0,0.0,0.0002,0.0,0.0,5e-05,D - Baixo
Trizidela do Vale (MA),278,0.0,0.0,100.0,0.0,0.0,0.0002,0.0,0.0,5e-05,D - Baixo
Paraty (RJ),283,0.0,30.0,0.0,0.0,0.0,0.0,0.00025,0.0,5e-05,D - Baixo
Cedro do Abaeté (MG),105,0.0,0.0,100.0,0.0,0.0,0.0002,0.0,0.0,5e-05,D - Baixo
Paraú (RN),211,0.0,0.0,100.0,0.0,0.0,0.0002,0.0,0.0,5e-05,D - Baixo
Francisco Dantas (RN),272,0.0,0.0,100.0,0.0,0.0,0.0002,0.0,0.0,5e-05,D - Baixo
São Bento do Norte (RN),256,0.0,0.0,100.0,0.0,0.0,0.0002,0.0,0.0,5e-05,D - Baixo
Monte das Gameleiras (RN),231,0.0,0.0,100.0,0.0,0.0,0.0002,0.0,0.0,5e-05,D - Baixo
Serra do Mel (RN),31300,0.0,0.0,100.0,0.0,0.0,0.0002,0.0,0.0,5e-05,D - Baixo
Córrego do Bom Jesus (MG),161,0.0,0.0,100.0,0.0,0.0,0.0002,0.0,0.0,5e-05,D - Baixo
Caiçara (PB),337,0.0,0.0,100.0,0.0,0.0,0.0002,0.0,0.0,5e-05,D - Baixo
Cedral (MA),487,0.0,0.0,100.0,0.0,0.0,0.0002,0.0,0.0,5e-05,D - Baixo
São José do Brejo do Cruz (PB),203,0.0,0.0,100.0,0.0,0.0,0.0002,0.0,0.0,5e-05,D - Baixo
São João do Sabugi (RN),321,0.0,0.0,100.0,0.0,0.0,0.0002,0.0,0.0,5e-05,D - Baixo
Gonzaga (MG),245,0.0,12.0,60.0,0.0,0.0,0.00012,0.0001,0.0,5e-05,D - Baixo
Concórdia do Pará (PA),28840,0.0,0.0,100.0,0.0,0.0,0.0002,0.0,0.0,5e-05,D - Baixo
Caém (BA),631,0.0,0.0,100.0,0.0,0.0,0.0002,0.0,0.0,5e-05,D - Baixo
Jataúba (PE),200,0.0,0.0,100.0,0.0,0.0,0.0002,0.0,0.0,5e-05,D - Baixo
Brejo dos Santos (PB),120,0.0,0.0,100.0,0.0,0.0,0.0002,0.0,0.0,5e-05,D - Baixo
Belém do Brejo do Cruz (PB),160,0.0,0.0,100.0,0.0,0.0,0.0002,0.0,0.0,5e-05,D - Baixo
Jucati (PE),5681,0.0,0.0,100.0,0.0,0.0,0.0002,0.0,0.0,5e-05,D - Baixo
Lagoa de Pedras (RN),720,0.0,0.0,100.0,0.0,0.0,0.0002,0.0,0.0,5e-05,D - Baixo
Guararema (SP),401,0.0,30.0,0.0,0.0,0.0,0.0,0.00025,0.0,5e-05,D - Baixo
Capoeiras (PE),1440,0.0,0.0,100.0,0.0,0.0,0.0002,0.0,0.0,5e-05,D - Baixo
Tracuateua (PA),3576,0.0,0.0,100.0,0.0,0.0,0.0002,0.0,0.0,5e-05,D - Baixo
Tupandi (RS),754,0.0,10.0,65.0,0.0,0.0,0.00013,8.333333333333333e-05,0.0,4.9166666666666665e-05,D - Baixo
Novo Horizonte (BA),592,0.0,9.0,68.0,0.0,0.0,0.000136,7.5e-05,0.0,4.9e-05,D - Baixo
Estância (SE),3565,0.0,0.0,98.0,0.0,0.0,0.000196,0.0,0.0,4.9e-05,D - Baixo
Nova Hartz (RS),199,0.0,20.0,30.0,0.0,0.0,6e-05,0.00016666666666666666,0.0,4.8333333333333334e-05,D - Baixo
Rubelita (MG),90,0.0,29.0,0.0,0.0,0.0,0.0,0.00024166666666666667,0.0,4.8333333333333334e-05,D - Baixo
Campo Bom (RS),133,0.0,20.0,30.0,0.0,0.0,6e-05,0.00016666666666666666,0.0,4.8333333333333334e-05,D - Baixo
Jandaíra (BA),3700,0.0,0.0,96.0,0.0,0.0,0.000192,0.0,0.0,4.8e-05,D - Baixo
Santa Terezinha (BA),370,0.0,0.0,96.0,0.0,0.0,0.000192,0.0,0.0,4.8e-05,D - Baixo
Pauini (AM),1517,0.0,0.0,94.0,0.0,0.0,0.000188,0.0,0.0,4.7e-05,D - Baixo
Estância Velha (RS),142,0.0,10.0,60.0,0.0,0.0,0.00012,8.333333333333333e-05,0.0,4.666666666666667e-05,D - Baixo
São Caetano de Odivelas (PA),1896,0.0,10.0,60.0,0.0,0.0,0.00012,8.333333333333333e-05,0.0,4.666666666666667e-05,D - Baixo
Três Cachoeiras (RS),3417,0.0,10.0,60.0,0.0,0.0,0.00012,8.333333333333333e-05,0.0,4.666666666666667e-05,D - Baixo
Florianópolis (SC),83,0.0,28.0,0.0,0.0,0.0,0.0,0.00023333333333333333,0.0,4.666666666666667e-05,D - Baixo
Laje (BA),8321,0.0,20.0,25.0,0.0,0.0,5e-05,0.00016666666666666666,0.0,4.5833333333333334e-05,D - Baixo
Jiquiriçá (BA),6109,0.0,25.0,7.0,0.0,0.0,1.4e-05,0.00020833333333333335,0.0,4.516666666666667e-05,D - Baixo
Araçás (BA),715,0.0,4.0,77.0,0.0,0.0,0.000154,3.3333333333333335e-05,0.0,4.516666666666667e-05,D - Baixo
Santana do Mundaú (AL),5816,0.0,0.0,90.0,0.0,0.0,0.00018,0.0,0.0,4.5e-05,D - Baixo
Florestal (MG),125,0.0,12.0,50.0,0.0,0.0,0.0001,0.0001,0.0,4.5e-05,D - Baixo
Conceição do Jacuípe (BA),140,0.0,0.0,90.0,0.0,0.0,0.00018,0.0,0.0,4.5e-05,D - Baixo
São Roberto (MA),349,0.0,0.0,90.0,0.0,0.0,0.00018,0.0,0.0,4.5e-05,D - Baixo
Areia Branca (RN),1765,0.0,0.0,90.0,0.0,0.0,0.00018,0.0,0.0,4.5e-05,D - Baixo
Treviso (SC),103,0.0,15.0,40.0,0.0,0.0,8e-05,0.000125,0.0,4.5e-05,D - Baixo
Santa Terezinha do Tocantins (TO),226,0.0,0.0,90.0,0.0,0.0,0.00018,0.0,0.0,4.5e-05,D - Baixo
Maracaçumé (MA),488,0.0,0.0,90.0,0.0,0.0,0.00018,0.0,0.0,4.5e-05,D - Baixo
Santana (AP),1023,0.0,10.0,56.0,0.0,0.0,0.000112,8.333333333333333e-05,0.0,4.4666666666666664e-05,D - Baixo
Perdigão (MG),207,0.0,16.0,35.0,0.0,0.0,7e-05,0.00013333333333333334,0.0,4.4166666666666665e-05,D - Baixo
Malhada dos Bois (SE),139,0.0,0.0,88.0,0.0,0.0,0.000176,0.0,0.0,4.4e-05,D - Baixo
Araguanã (MA),365,0.0,0.0,87.0,0.0,0.0,0.000174,0.0,0.0,4.35e-05,D - Baixo
Santos Dumont (MG),185,0.0,5.0,70.0,0.0,0.0,0.00014,4.1666666666666665e-05,0.0,4.3333333333333334e-05,D - Baixo
Nacip Raydan (MG),137,0.0,2.0,80.0,0.0,0.0,0.00016,1.6666666666666667e-05,0.0,4.3333333333333334e-05,D - Baixo
Santa Luzia do Itanhy (SE),3361,0.0,0.0,86.0,0.0,0.0,0.000172,0.0,0.0,4.3e-05,D - Baixo
Oiapoque (AP),1459,0.0,22.0,12.0,0.0,0.0,2.4e-05,0.00018333333333333334,0.0,4.266666666666667e-05,D - Baixo
Taquaraçu de Minas (MG),296,0.0,24.0,5.0,0.0,0.0,1e-05,0.0002,0.0,4.25e-05,D - Baixo
Óbidos (PA),8423,0.0,12.0,45.0,0.0,0.0,9e-05,0.0001,0.0,4.25e-05,D - Baixo
Nova Ibiá (BA),6874,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004202661685734298,4.2026616857342984e-05,D - Baixo
Oeiras do Pará (PA),10726,0.0,0.0,84.0,0.0,0.0,0.000168,0.0,0.0,4.2e-05,D - Baixo
Queluz (SP),74,0.0,20.0,17.0,0.0,0.0,3.4e-05,0.00016666666666666666,0.0,4.183333333333334e-05,D - Baixo
Conceição de Macabu (RJ),168,5.0,18.0,0.0,0.0,0.0,0.0,0.00015,0.00011674060238150829,4.1674060238150827e-05,D - Baixo
Santa Rosa de Lima (SC),137,0.0,10.0,50.0,0.0,0.0,0.0001,8.333333333333333e-05,0.0,4.166666666666667e-05,D - Baixo
Palmas de Monte Alto (BA),4042,0.0,10.0,50.0,0.0,0.0,0.0001,8.333333333333333e-05,0.0,4.166666666666667e-05,D - Baixo
São Vendelino (RS),106,0.0,13.0,40.0,0.0,0.0,8e-05,0.00010833333333333333,0.0,4.166666666666667e-05,D - Baixo
Monte Belo do Sul (RS),2560,0.0,7.0,60.0,0.0,0.0,0.00012,5.833333333333333e-05,0.0,4.166666666666667e-05,D - Baixo
São Sebastião do Rio Preto (MG),177,0.0,4.0,70.0,0.0,0.0,0.00014,3.3333333333333335e-05,0.0,4.1666666666666665e-05,D - Baixo
Bernardo do Mearim (MA),294,0.0,0.0,82.0,0.0,0.0,0.000164,0.0,0.0,4.1e-05,D - Baixo
Santa Inês (BA),171,10.0,0.0,35.0,0.0,0.0,7e-05,0.0,0.00023348120476301658,4.084812047630166e-05,D - Baixo
Vitória do Jari (AP),1103,0.0,10.0,48.0,0.0,0.0,9.6e-05,8.333333333333333e-05,0.0,4.066666666666667e-05,D - Baixo
Serra Caiada (RN),317,0.0,0.0,80.0,0.0,0.0,0.00016,0.0,0.0,4e-05,D - Baixo
Indiaroba (SE),4637,0.0,0.0,80.0,0.0,0.0,0.00016,0.0,0.0,4e-05,D - Baixo
Louveira (SP),350,0.0,15.0,30.0,0.0,0.0,6e-05,0.000125,0.0,4e-05,D - Baixo
Cupira (PE),290,0.0,0.0,80.0,0.0,0.0,0.00016,0.0,0.0,4e-05,D - Baixo
São Brás do Suaçuí (MG),199,0.0,0.0,80.0,0.0,0.0,0.00016,0.0,0.0,4e-05,D - Baixo
Calçoene (AP),1989,0.0,0.0,80.0,0.0,0.0,0.00016,0.0,0.0,4e-05,D - Baixo
São João da Barra (RJ),551,0.0,24.0,0.0,0.0,0.0,0.0,0.0002,0.0,4e-05,D - Baixo
São Sebastião de Lagoa de Roça (PB),990,0.0,0.0,80.0,0.0,0.0,0.00016,0.0,0.0,4e-05,D - Baixo
Bom Lugar (MA),145,0.0,0.0,80.0,0.0,0.0,0.00016,0.0,0.0,4e-05,D - Baixo
Guaramirim (SC),5476,0.0,0.0,80.0,0.0,0.0,0.00016,0.0,0.0,4e-05,D - Baixo
Caiçara do Norte (RN),222,0.0,0.0,80.0,0.0,0.0,0.00016,0.0,0.0,4e-05,D - Baixo
São Fernando (RN),172,0.0,0.0,80.0,0.0,0.0,0.00016,0.0,0.0,4e-05,D - Baixo
Mathias Lobato (MG),99,0.0,0.0,80.0,0.0,0.0,0.00016,0.0,0.0,4e-05,D - Baixo
Bento Fernandes (RN),384,0.0,0.0,80.0,0.0,0.0,0.00016,0.0,0.0,4e-05,D - Baixo
São João de Pirabas (PA),492,0.0,0.0,80.0,0.0,0.0,0.00016,0.0,0.0,4e-05,D - Baixo
Apicum-Açu (MA),507,0.0,0.0,80.0,0.0,0.0,0.00016,0.0,0.0,4e-05,D - Baixo
São Bento do Sapucaí (SP),1163,0.0,0.0,80.0,0.0,0.0,0.00016,0.0,0.0,4e-05,D - Baixo
Olinda Nova do Maranhão (MA),500,0.0,0.0,80.0,0.0,0.0,0.00016,0.0,0.0,4e-05,D - Baixo
Itanhandu (MG),106,0.0,3.0,70.0,0.0,0.0,0.00014,2.5e-05,0.0,3.9999999999999996e-05,D - Baixo
Morros (MA),697,0.0,0.0,79.0,0.0,0.0,0.000158,0.0,0.0,3.95e-05,D - Baixo
Itamari (BA),5135,16.0,0.0,4.0,0.0,0.0,8e-06,0.0,0.00037356992762082653,3.935699276208266e-05,D - Baixo
Ibirataia (BA),9343,4.0,18.0,0.0,0.0,0.0,0.0,0.00015,9.339248190520663e-05,3.9339248190520663e-05,D - Baixo
Nova Módica (MG),86,10.0,2.0,25.0,0.0,0.0,5e-05,1.6666666666666667e-05,0.00023348120476301658,3.918145380963499e-05,D - Baixo
Três Rios (RJ),30,11.0,8.0,0.0,0.0,0.0,0.0,6.666666666666667e-05,0.00025682932523931826,3.9016265857265165e-05,D - Baixo
Gandu (BA),9418,13.0,5.0,0.0,0.0,0.0,0.0,4.1666666666666665e-05,0.00030352556619192155,3.868588995252549e-05,D - Baixo
Registro (SP),5622,3.0,13.0,20.0,0.0,0.0,4e-05,0.00010833333333333333,7.004436142890498e-05,3.867110280955716e-05,D - Baixo
Barroso (MG),82,0.0,8.0,50.0,0.0,0.0,0.0001,6.666666666666667e-05,0.0,3.8333333333333334e-05,D - Baixo
Pequi (MG),198,0.0,5.0,60.0,0.0,0.0,0.00012,4.1666666666666665e-05,0.0,3.8333333333333334e-05,D - Baixo
Candiba (BA),1912,0.0,2.0,70.0,0.0,0.0,0.00014,1.6666666666666667e-05,0.0,3.833333333333333e-05,D - Baixo
Eldorado (SP),6447,0.0,0.0,75.0,1.0,1.6666666666666667e-06,0.00015,0.0,0.0,3.8249999999999995e-05,D - Baixo
Macururé (BA),160,0.0,0.0,76.0,0.0,0.0,0.000152,0.0,0.0,3.8e-05,D - Baixo
Cachoeira Grande (MA),353,0.0,0.0,76.0,0.0,0.0,0.000152,0.0,0.0,3.8e-05,D - Baixo
Galinhos (RN),591,0.0,0.0,75.0,0.0,0.0,0.00015,0.0,0.0,3.75e-05,D - Baixo
Alto Alegre do Maranhão (MA),583,0.0,0.0,75.0,0.0,0.0,0.00015,0.0,0.0,3.75e-05,D - Baixo
Matina (BA),1162,0.0,0.0,75.0,0.0,0.0,0.00015,0.0,0.0,3.75e-05,D - Baixo
Bom Jardim da Serra (SC),1739,0.0,0.0,75.0,0.0,0.0,0.00015,0.0,0.0,3.75e-05,D - Baixo
Petrópolis (RJ),89,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037356992762082653,3.735699276208266e-05,D - Baixo
Santana do Riacho (MG),80,0.0,7.0,50.0,0.0,0.0,0.0001,5.833333333333333e-05,0.0,3.666666666666667e-05,D - Baixo
Igarapé-Miri (PA),54814,0.0,10.0,40.0,0.0,0.0,8e-05,8.333333333333333e-05,0.0,3.666666666666667e-05,D - Baixo
Arantina (MG),86,0.0,13.0,30.0,0.0,0.0,6e-05,0.00010833333333333333,0.0,3.6666666666666666e-05,D - Baixo
Chiador (MG),54,0.0,21.0,3.0,0.0,0.0,6e-06,0.000175,0.0,3.6500000000000006e-05,D - Baixo
Serra Azul de Minas (MG),178,0.0,0.0,73.0,0.0,0.0,0.000146,0.0,0.0,3.65e-05,D - Baixo
Astolfo Dutra (MG),349,8.0,0.0,35.0,0.0,0.0,7e-05,0.0,0.00018678496381041327,3.6178496381041324e-05,D - Baixo
Cutias (AP),434,0.0,0.0,72.0,0.0,0.0,0.000144,0.0,0.0,3.6e-05,D - Baixo
Nova Serrana (MG),73,0.0,8.0,45.0,0.0,0.0,9e-05,6.666666666666667e-05,0.0,3.5833333333333335e-05,D - Baixo
São Paulo (SP),141,1.0,11.0,30.0,0.0,0.0,6e-05,9.166666666666667e-05,2.334812047630166e-05,3.56681453809635e-05,D - Baixo
